company_name,url,source,hub_name,hub_type,company_number,postcode,ch_status,sic_code,company_size,incorporated,last_accounts,address,ch_validated,ch_match_score,ch_match_name,ch_concern,has_url,founded_year,description,sector_tags,stage,tech_keywords,employee_est,hiring_status,careers_url,has_careers_page,role_count,roles_json,contact_email
NOVOGENE (UK) COMPANY LIMITED,https://www.novogene.com,companies_house,,,9353226.0,CB4 0FW,Active,72110 - Research and experimental development on biotechnology,FULL,12/12/2014,31/12/2024,"2ND FLOOR, BIO-INNOVATION CENTRE 25 CAMBRIDGE SCIENCE PARK, MILTON ROAD, CAMBRIDGE",True,,,False,False,2014.0,"Novogene is a genomics and sequencing services company offering DNA sequencing, genomic analysis, and bioinformatics solutions. The company serves research institutions, pharmaceutical companies, and agricultural organizations.","[""genomics"", ""biotech"", ""research""]",established,"genomic sequencing, DNA analysis, bioinformatics, next-gen sequencing",200-1000,actively_hiring,https://www.novogene.com/careers,True,0,[],
NUCLERA LTD,https://www.nuclera.com,companies_house,,,8663936.0,CB24 9NP,Active,72110 - Research and experimental development on biotechnology,GROUP,27/08/2013,31/12/2024,"ONE VISION PARK STATION ROAD, IMPINGTON, CAMBRIDGE",True,,,False,False,2013.0,Nuclera is a biotechnology company developing advanced laboratory automation and sample preparation solutions for life science research. The company creates innovative equipment for genomic and molecular biology applications.,"[""biotech"", ""medtech"", ""hardware""]",scaleup,"laboratory automation, genomics equipment, molecular biology, life sciences",51-200,actively_hiring,https://www.nuclera.com/careers,True,0,[],
NXERA PHARMA UK LIMITED,,companies_house,,,6267989.0,CB21 6DG,Active,72110 - Research and experimental development on biotechnology,FULL,04/06/2007,31/12/2024,"GRANTA PARK, GREAT ABINGTON, CAMBRIDGE",True,,,False,False,2007.0,Nxera Pharma (formerly Sentien Pharma) is a biopharmaceutical research and development company conducting research and experimental development on biotechnology. The company focuses on drug discovery and development.,"[""pharma"", ""biotech"", ""drug discovery""]",scaleup,"drug discovery, pharmaceutical research, biotechnology, R&D",51-200,possibly_hiring,,False,0,[],
OCEAN SURVEY SERVICES LIMITED,,companies_house,,,10493465.0,CB23 1ND,Active,71129 - Other engineering activities,UNAUDITED ABRIDGED,23/11/2016,30/11/2024,"16 THE ELMS, , HASLINGFIELD",True,,,False,False,2016.0,"Ocean Survey Services provides engineering services for marine and offshore surveying. The company specializes in environmental monitoring, acoustic surveying, and marine engineering.","[""consulting"", ""hardware"", ""research""]",startup,"marine surveying, ocean monitoring, acoustic engineering, coastal surveys",11-50,no_info,,False,0,[],
OPEN SOURCE MANAGEMENT LTD,,companies_house,,,8111804.0,CB4 0WS,Active,62020 - Information technology consultancy activities,UNAUDITED ABRIDGED,19/06/2012,30/06/2025,"ST JOHN'S INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2012.0,Open Source Management provides information technology consulting focused on open source software solutions and integration. The company helps organizations implement and manage open source technologies.,"[""consulting"", ""software"", ""developer tools""]",scaleup,"open source, Linux, software integration, IT consulting",11-50,possibly_hiring,,False,0,[],
OPTIBRIUM LIMITED,https://www.optibrium.com,companies_house,,,6715106.0,CB25 9GL,Active,62012 - Business and domestic software development,SMALL,03/10/2008,31/12/2024,"F10-13 BLENHEIM HOUSE, CAMBRIDGE INNOVATION PARK DENNY END ROAD, WATERBEACH, CAMBRIDGE",True,,,False,False,2008.0,Optibrium develops computational chemistry and molecular modeling software for drug discovery and chemical research. The company provides predictive chemistry tools used by pharmaceutical and biotech organizations.,"[""software"", ""drug discovery"", ""AI/ML""]",scaleup,"computational chemistry, molecular modeling, drug discovery software, cheminformatics",51-200,actively_hiring,https://www.optibrium.com/careers,True,0,[],
ORBITA CONSULTANTS LTD,,companies_house,,,11970579.0,CB4 2XQ,Active,71122 - Engineering related scientific and technical consulting activities,UNAUDITED ABRIDGED,30/04/2019,30/04/2025,"37 CENTRAL AVENUE, , CAMBRIDGE",True,,,False,False,2019.0,Orbita Consultants provides engineering consulting and scientific technical services. The company offers specialized consulting for engineering projects and research initiatives.,"[""consulting"", ""research""]",startup,"engineering consulting, technical consulting, project management",1-10,no_info,,False,0,[],
ORCA SECURITY UK LTD,https://www.orcasecurity.io,companies_house,,,13410414.0,CB3 0QH,Active,62020 - Information technology consultancy activities,SMALL,20/05/2021,31/12/2024,"CAMBRIDGE HOUSE CAMBORO BUSINESS PARK, GIRTON, CAMBRIDGE",True,,,False,False,2021.0,Orca Security provides cloud security solutions including vulnerability scanning and threat detection. The company delivers agentless cloud security platforms that scan and protect cloud infrastructure.,"[""cybersecurity"", ""SaaS"", ""software""]",startup,"cloud security, vulnerability scanning, threat detection, cloud compliance",51-200,actively_hiring,https://www.orcasecurity.io/careers,True,0,[],
ORION INNOVATION SOLUTIONS UK LIMITED,,companies_house,,,4101359.0,CB1 2LA,Active,58290 - Other software publishing,SMALL,30/10/2000,31/12/2024,"SALISBURY HOUSE, STATION ROAD, CAMBRIDGE",True,,,False,False,2000.0,Orion Innovation Solutions develops and publishes business software applications. The company provides enterprise software solutions for various industry verticals.,"[""software"", ""SaaS""]",established,"enterprise software, software publishing, business applications",51-200,possibly_hiring,,False,0,[],
OSISOFT (UK) LIMITED,https://www.osisoft.com,companies_house,,,7116761.0,CB3 0HB,Active,62090 - Other information technology service activities,FULL,05/01/2010,31/12/2024,"HIGH CROSS, MADINGLEY ROAD, CAMBRIDGE",True,,,False,False,2010.0,"OSIsoft (now part of AVEVA) provides operational intelligence software for industrial enterprises. The company develops the PI System, a leading industrial data platform for analytics and visualization.","[""software"", ""SaaS"", ""data analytics""]",established,"industrial data analytics, real-time monitoring, operational intelligence, PI System",1000+,actively_hiring,https://www.aveva.com/careers,True,0,[],
OSPREY CONSULTING SERVICES LIMITED,,companies_house,,,6034579.0,CB22 7GG,Active,71122 - Engineering related scientific and technical consulting activities,SMALL,20/12/2006,31/12/2024,"HARSTON MILL ROYSTON ROAD, HARSTON, CAMBRIDGE",True,,,False,False,2006.0,Osprey Consulting Services provides engineering-related scientific and technical consulting. The company offers specialized engineering and technical advisory services.,"[""consulting"", ""research""]",scaleup,"engineering consulting, technical consulting, project support",11-50,possibly_hiring,,False,0,[],
OVAL MEDICAL TECHNOLOGIES LIMITED,,companies_house,,,6810585.0,CB1 2JH,Active,72200 - Research and experimental development on social sciences and humanities,AUDIT EXEMPTION SUBSIDIARY,05/02/2009,31/12/2024,"50/60 STATION ROAD, , CAMBRIDGE",True,,,False,False,2009.0,Oval Medical Technologies conducts research and experimental development in medical science and healthcare. The company develops innovative medical technology solutions.,"[""medtech"", ""healthtech"", ""research""]",startup,"medical device research, healthcare technology, medical innovation",11-50,possibly_hiring,,False,0,[],
OXCITAS LIMITED,,companies_house,,,10874441.0,CB1 2GE,Active,72110 - Research and experimental development on biotechnology,UNAUDITED ABRIDGED,19/07/2017,31/07/2024,"C/O MISHCON DE REYA, FOUR STATION SQUARE, CAMBRIDGE",True,,,False,False,2017.0,Oxcitas conducts research and experimental development on biotechnology. The company focuses on biotechnology research and innovation.,"[""biotech"", ""research""]",startup,"biotechnology, research, life sciences",1-10,no_info,,False,0,[],
P & Q INTERNATIONAL LTD,,companies_house,,,1413728.0,CB24 6WZ,Active,62012 - Business and domestic software development,FULL,07/02/1979,30/11/2023,"MILTON HALL, ELY ROAD, MILTON",True,,,False,False,1979.0,P & Q International develops business and domestic software solutions. The company specializes in software development for enterprise and commercial applications.,"[""software"", ""SaaS""]",established,"software development, business applications, enterprise software",51-200,possibly_hiring,,False,0,[],
PAAPRI BUSINESS TECHNOLOGIES UK LTD,,companies_house,,,12131937.0,CB4 3SA,Active,62020 - Information technology consultancy activities,UNAUDITED ABRIDGED,31/07/2019,31/12/2024,"134 PERSE WAY, , CAMBRIDGE",True,,,False,False,2019.0,"Paapri Business Technologies provides information technology consulting services. The company offers IT strategy, implementation, and digital transformation services.","[""consulting"", ""software"", ""SaaS""]",startup,"IT consulting, business technology, digital transformation",11-50,possibly_hiring,,False,0,[],
PANDEIA THERAPEUTICS LIMITED,,companies_house,,,11463856.0,CB22 3FH,Active,72110 - Research and experimental development on biotechnology,SMALL,13/07/2018,31/12/2024,"THE CAMBRIDGE PARTNERSHIP THE DOROTHY HODGKIN BLDG BABRAHAM RESEARCH CAMPUS, BABRAHAM, CAMBRIDGE",True,,,False,False,2018.0,Pandeia Therapeutics is a biopharmaceutical company conducting research and experimental development on novel therapeutics. The company focuses on drug discovery and development of innovative medicines.,"[""pharma"", ""biotech"", ""drug discovery""]",startup,"drug discovery, pharmaceutical research, therapeutics, biotech research",11-50,actively_hiring,,False,0,[],
PATIENTS KNOW BEST LIMITED,https://www.patientsknowtbest.com,companies_house,,,6517382.0,CB4 0WS,Active,62012 - Business and domestic software development,SMALL,28/02/2008,31/12/2024,"ST JOHN'S INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2008.0,"Patients Know Best is a digital health platform that enables patient engagement and care coordination. The company provides secure, patient-centered health management tools for healthcare providers and patients.","[""healthtech"", ""SaaS"", ""software""]",scaleup,"digital health, patient portal, healthcare software, care coordination",51-200,actively_hiring,https://www.patientsknowtbest.com/careers,True,0,[],
PDSVISION CAMBRIDGE LIMITED,,companies_house,,,2720949.0,CB4 3BP,Active,62090 - Other information technology service activities,SMALL,08/06/1992,31/12/2024,"CHURCH FARM BARN 15 HIGH STREET, LONGSTANTON, CAMBRIDGE",True,,,False,False,1992.0,PDSVision provides information technology services and solutions. The company specializes in IT support and service delivery.,"[""software"", ""IT""]",scaleup,"IT services, software support, technology solutions",11-50,possibly_hiring,,False,0,[],
PEARLBAY IT LTD,,companies_house,,,15018622.0,CB22 4RX,Active,62090 - Other information technology service activities,UNAUDITED ABRIDGED,21/07/2023,31/07/2024,"47 BLAKELAND HILL, DUXFORD, CAMBRIDGE",True,,,False,False,2023.0,Pearlbay IT provides information technology services and digital solutions. The company offers IT support and technology consulting.,"[""software"", ""IT"", ""consulting""]",startup,"IT services, technology support, digital solutions",1-10,possibly_hiring,,False,0,[],
PERFECT BALANCE BIO LIMITED,,companies_house,,,12885832.0,CB22 3FH,Active,72110 - Research and experimental development on biotechnology,SMALL,17/09/2020,30/09/2024,"C/O THE CAMBRIDGE PARTNERSHIP LTD, THE DOROTHY HODGKIN BUILDING, BABRAHAM RESEARCH CAMPUS, BABRAHAM, CAMBRIDGE",True,,,False,False,2020.0,Perfect Balance Bio is a biotechnology research company conducting research and experimental development. The company focuses on biotechnology innovation and research.,"[""biotech"", ""research""]",startup,"biotechnology, research, life sciences",1-10,no_info,,False,0,[],
PETALION THERAPEUTICS LIMITED,,companies_house,,,15363420.0,CB22 3FH,Active,72110 - Research and experimental development on biotechnology,SMALL,20/12/2023,30/06/2025,"CAMBRIDGE PARTNERSHIP, DOROTHY HODGKIN BUILDING BABRAHAM RESEARCH CAMPUS, BABRAHAM, CAMBRIDGE",True,,,False,False,2023.0,Petalion Therapeutics is an early-stage biopharmaceutical company conducting research on novel therapeutics. The company focuses on drug discovery and development.,"[""pharma"", ""biotech"", ""drug discovery""]",startup,"drug discovery, pharmaceutical research, therapeutics",1-10,no_info,,False,0,[],
PHIXFLOW LTD,https://www.phixflow.com,companies_house,,,5065889.0,CB4 0WS,Active,62012 - Business and domestic software development,UNAUDITED ABRIDGED,08/03/2004,31/03/2025,"ST. JOHNS INNOVATION CENTRE, COWLEY ROAD, CAMBRIDGE",True,,,False,False,2004.0,"PhixFlow is a low-code/no-code platform for business process automation and data integration. The company provides visual development tools for creating data pipelines, workflows, and enterprise applications.","[""software"", ""SaaS"", ""developer tools""]",scaleup,"low-code platform, business automation, data integration, workflow management",51-200,actively_hiring,https://www.phixflow.com/careers,True,0,[],
PHOTONIC SCIENCE & ENGINEERING LTD,,companies_house,,,11533743.0,CB4 0DL,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",SMALL,23/08/2018,31/12/2024,"125 COWLEY ROAD, CAMBRIDGE COMMERCIAL PARK, CAMBRIDGE",True,,,False,False,2018.0,"Photonic Science & Engineering manufactures electronic measuring, testing, and imaging equipment. The company specializes in scientific instrumentation for research and industrial applications.","[""hardware"", ""photonics"", ""research""]",startup,"photonic imaging, scientific instruments, camera systems, testing equipment",11-50,possibly_hiring,,False,0,[],
